id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2335,Pablo Fornals,37,2912,9,4.941328717395663,6,7.8924933429807425,43,84,2,0,F M S,Real Betis,9,4.941328717395663,23.12612571939826,12.777029509656131
7070,Santiago Comesaña,34,2428,3,4.922558205202222,6,3.088725697249174,27,27,5,1,M S,Villarreal,3,4.922558205202222,17.868470140732825,11.845108757726848
6933,Javi Puado,10,687,2,4.838970278389752,0,0.9579164311289787,15,10,2,0,F M S,Espanyol,1,3.3524150969460607,3.2629179880023003,1.2333675622940063
12190,Arda Güler,33,2076,4,4.8113659825176,9,8.848396001383662,49,70,1,0,F M S,Real Madrid,4,4.8113659825176,16.119426768273115,8.680156823247671
11900,Lucas Beltrán,27,1377,1,4.7564667742699385,2,1.9911325313150883,34,14,1,0,F S,Valencia,1,4.7564667742699385,9.75975489616394,3.336976980790496
9001,Martín Satriano,18,1609,6,4.711501374840736,1,2.4850312769412994,35,15,5,0,F M,Getafe,6,4.711501374840736,8.570994183421135,1.9049698896706104
9812,Isi Palazón,31,2294,3,4.703491798602045,3,4.25213922560215,52,39,10,1,F M S,Rayo Vallecano,1,3.2169365379959345,11.040195340290666,6.673252057284117
10952,Joel Roca,32,1463,3,4.518066472373903,1,1.9510410130023956,48,16,4,1,F M S,Girona,3,4.518066472373903,8.29686073306948,1.9931063894182444
5556,Ademola Lookman,12,638,4,4.462655797600746,0,1.687983624637127,21,10,1,0,F M S,Atletico Madrid,3,3.719378188252449,6.548684094101191,2.55514994263649
2306,Cédric Bakambu,18,542,3,4.446228556334972,1,1.0754088601097465,21,4,1,0,F S,Real Betis,3,4.446228556334972,5.470247928053141,1.102149996906519
2290,Iago Aspas,32,1082,5,4.438365060836077,3,4.45842863060534,28,30,3,0,F M S,Celta Vigo,3,2.9518098421394825,11.226651870645583,6.235691965557635
6427,Aitor Ruibal,27,1809,4,4.419992010109127,2,1.7956423908472061,31,19,4,1,D F M S,Real Betis,4,4.419992010109127,10.049647815525532,4.529752524569631
13767,Roger Brugué,19,1008,1,4.378684105351567,1,0.8359398394823074,28,8,1,1,F M S,Levante,1,4.378684105351567,6.560833714902401,3.0389231741428375
11154,Pablo Durán,30,1451,2,4.305393448099494,2,2.1502566440030932,37,10,1,0,F M S,Celta Vigo,2,4.305393448099494,6.900707961991429,1.5438736779615283
10319,Adrián De la Fuente,33,2704,3,4.289415382780135,1,1.4081206684932113,39,18,5,0,D S,Levante,2,2.0595825174823403,6.009899263270199,5.362125953659415
10974,Samú Costa,34,2731,7,4.27746016997844,2,1.9799835188314319,39,17,11,0,M S,Mallorca,7,4.27746016997844,9.480698188766837,5.15883654076606
5682,Gonçalo Guedes,32,1833,8,4.142274813726544,4,2.665413634851575,46,24,3,0,F M S,Real Sociedad,8,4.142274813726544,12.011291518807411,7.679975047707558
14059,Alemão,26,1118,4,4.114549320191145,0,0.3112838324159384,25,7,3,0,F S,Rayo Vallecano,4,4.114549320191145,6.356759304180741,2.0705359429121017
9815,Pathé Ciss,29,1974,2,3.959737098775804,1,0.47962510120123625,20,12,9,2,D M S,Rayo Vallecano,2,3.959737098775804,10.748411556705832,8.874764986336231
